Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/28/2023,10/01/2021,10/31/2021,By Month,2021,10,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,Total - All Places of Death,2338,14152,1868,1303,,2904,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,"Healthcare setting, inpatient",1746,5049,1542,1160,,2128,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,"Healthcare setting, outpatient or emergency room",63,698,39,23,0,79,
06/28/2023,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,"Healthcare setting, dead on arrival",0,33,0,0,0,0,
06/28/2023,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,Decedent's home,247,4248,110,50,,308,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,Hospice facility,28,572,30,15,0,43,
06/28/2023,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,Nursing home/long term care facility,237,2964,135,50,0,322,
06/28/2023,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,Other,17,587,12,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2021,11/30/2021,By Month,2021,11,Pennsylvania,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,12/01/2021,12/31/2021,By Month,2021,12,Pennsylvania,Total - All Places of Death,3571,16228,2629,2001,28,4225,
06/28/2023,12/01/2021,12/31/2021,By Month,2021,12,Pennsylvania,"Healthcare setting, inpatient",2735,6258,2227,1790,23,3194,
06/28/2023,12/01/2021,12/31/2021,By Month,2021,12,Pennsylvania,"Healthcare setting, outpatient or emergency room",125,788,54,31,0,148,
06/28/2023,12/01/2021,12/31/2021,By Month,2021,12,Pennsylvania,"Healthcare setting, dead on arrival",,36,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,12/01/2021,12/31/2021,By Month,2021,12,Pennsylvania,Decedent's home,385,4910,149,94,,443,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,12/01/2021,12/31/2021,By Month,2021,12,Pennsylvania,Hospice facility,40,554,38,17,0,61,
06/28/2023,12/01/2021,12/31/2021,By Month,2021,12,Pennsylvania,Nursing home/long term care facility,255,3066,146,62,,340,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,12/01/2021,12/31/2021,By Month,2021,12,Pennsylvania,Other,29,613,14,,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,12/01/2021,12/31/2021,By Month,2021,12,Pennsylvania,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2022,01/31/2022,By Month,2022,1,Pennsylvania,Total - All Places of Death,4513,17572,2888,2228,30,5193,
06/28/2023,01/01/2022,01/31/2022,By Month,2022,1,Pennsylvania,"Healthcare setting, inpatient",3190,6630,2382,1955,24,3633,
06/28/2023,01/01/2022,01/31/2022,By Month,2022,1,Pennsylvania,"Healthcare setting, outpatient or emergency room",134,821,56,35,0,155,
06/28/2023,01/01/2022,01/31/2022,By Month,2022,1,Pennsylvania,"Healthcare setting, dead on arrival",,46,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2022,01/31/2022,By Month,2022,1,Pennsylvania,Decedent's home,492,5386,185,102,,575,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2022,01/31/2022,By Month,2022,1,Pennsylvania,Hospice facility,78,573,33,15,0,96,
06/28/2023,01/01/2022,01/31/2022,By Month,2022,1,Pennsylvania,Nursing home/long term care facility,566,3472,206,101,,675,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2022,01/31/2022,By Month,2022,1,Pennsylvania,Other,51,644,26,20,0,57,
06/28/2023,01/01/2022,01/31/2022,By Month,2022,1,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,02/01/2022,02/28/2022,By Month,2022,2,Pennsylvania,Total - All Places of Death,1906,12656,1331,873,25,2379,
06/28/2023,02/01/2022,02/28/2022,By Month,2022,2,Pennsylvania,"Healthcare setting, inpatient",1218,4106,1010,698,16,1538,
06/28/2023,02/01/2022,02/28/2022,By Month,2022,2,Pennsylvania,"Healthcare setting, outpatient or emergency room",49,560,25,17,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2022,02/28/2022,By Month,2022,2,Pennsylvania,"Healthcare setting, dead on arrival",0,37,0,0,0,0,
06/28/2023,02/01/2022,02/28/2022,By Month,2022,2,Pennsylvania,Decedent's home,240,4151,117,67,,291,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2022,02/28/2022,By Month,2022,2,Pennsylvania,Hospice facility,48,509,27,15,0,60,
06/28/2023,02/01/2022,02/28/2022,By Month,2022,2,Pennsylvania,Nursing home/long term care facility,323,2730,143,71,,400,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2022,02/28/2022,By Month,2022,2,Pennsylvania,Other,28,562,,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2022,02/28/2022,By Month,2022,2,Pennsylvania,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2022,03/31/2022,By Month,2022,3,Pennsylvania,Total - All Places of Death,591,12053,717,260,15,1061,
06/28/2023,03/01/2022,03/31/2022,By Month,2022,3,Pennsylvania,"Healthcare setting, inpatient",333,3534,522,210,11,654,
06/28/2023,03/01/2022,03/31/2022,By Month,2022,3,Pennsylvania,"Healthcare setting, outpatient or emergency room",13,593,11,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2022,03/31/2022,By Month,2022,3,Pennsylvania,"Healthcare setting, dead on arrival",,34,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2022,03/31/2022,By Month,2022,3,Pennsylvania,Decedent's home,108,4031,77,25,,161,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2022,03/31/2022,By Month,2022,3,Pennsylvania,Hospice facility,27,542,26,,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2022,03/31/2022,By Month,2022,3,Pennsylvania,Nursing home/long term care facility,105,2755,73,15,,165,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2022,03/31/2022,By Month,2022,3,Pennsylvania,Other,,564,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2022,03/31/2022,By Month,2022,3,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,04/01/2022,04/30/2022,By Month,2022,4,Pennsylvania,Total - All Places of Death,298,11131,590,100,24,811,
06/28/2023,04/01/2022,04/30/2022,By Month,2022,4,Pennsylvania,"Healthcare setting, inpatient",139,3224,418,71,19,505,
06/28/2023,04/01/2022,04/30/2022,By Month,2022,4,Pennsylvania,"Healthcare setting, outpatient or emergency room",,566,11,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2022,04/30/2022,By Month,2022,4,Pennsylvania,"Healthcare setting, dead on arrival",0,39,0,0,0,0,
06/28/2023,04/01/2022,04/30/2022,By Month,2022,4,Pennsylvania,Decedent's home,59,3706,56,14,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2022,04/30/2022,By Month,2022,4,Pennsylvania,Hospice facility,,480,18,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2022,04/30/2022,By Month,2022,4,Pennsylvania,Nursing home/long term care facility,77,2592,80,,,150,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2022,04/30/2022,By Month,2022,4,Pennsylvania,Other,,523,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2022,04/30/2022,By Month,2022,4,Pennsylvania,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Pennsylvania,Total - All Places of Death,466,11420,602,140,18,945,
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Pennsylvania,"Healthcare setting, inpatient",228,3407,445,101,15,587,
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Pennsylvania,"Healthcare setting, outpatient or emergency room",17,575,22,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Pennsylvania,"Healthcare setting, dead on arrival",,46,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Pennsylvania,Decedent's home,81,3777,46,13,,115,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Pennsylvania,Hospice facility,18,485,15,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Pennsylvania,Nursing home/long term care facility,116,2586,71,15,,173,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Pennsylvania,Other,,544,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Pennsylvania,Total - All Places of Death,490,11115,612,147,12,966,
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Pennsylvania,"Healthcare setting, inpatient",236,3316,441,109,,572,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Pennsylvania,"Healthcare setting, outpatient or emergency room",17,545,10,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Pennsylvania,"Healthcare setting, dead on arrival",,37,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Pennsylvania,Decedent's home,68,3664,53,12,,111,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Pennsylvania,Hospice facility,19,432,,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Pennsylvania,Nursing home/long term care facility,143,2601,92,21,,219,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Pennsylvania,Other,,520,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Pennsylvania,Total - All Places of Death,455,11272,565,136,,886,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Pennsylvania,"Healthcare setting, inpatient",213,3285,415,98,,532,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Pennsylvania,"Healthcare setting, outpatient or emergency room",14,601,,0,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Pennsylvania,"Healthcare setting, dead on arrival",0,33,0,0,0,0,
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Pennsylvania,Decedent's home,69,3753,53,15,0,107,
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Pennsylvania,Hospice facility,18,406,14,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Pennsylvania,Nursing home/long term care facility,136,2606,72,19,0,189,
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Pennsylvania,Other,,588,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Pennsylvania,Total - All Places of Death,551,11353,586,166,,971,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Pennsylvania,"Healthcare setting, inpatient",277,3336,451,138,0,590,
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Pennsylvania,"Healthcare setting, outpatient or emergency room",20,542,12,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Pennsylvania,"Healthcare setting, dead on arrival",0,41,0,0,0,0,
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Pennsylvania,Decedent's home,86,3823,42,,,121,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Pennsylvania,Hospice facility,19,440,15,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Pennsylvania,Nursing home/long term care facility,142,2600,64,14,0,192,
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Pennsylvania,Other,,571,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Pennsylvania,Total - All Places of Death,525,11112,562,167,,920,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Pennsylvania,"Healthcare setting, inpatient",261,3437,419,124,,556,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Pennsylvania,"Healthcare setting, outpatient or emergency room",21,568,10,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Pennsylvania,"Healthcare setting, dead on arrival",0,34,0,0,0,0,
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Pennsylvania,Decedent's home,68,3646,44,14,0,98,
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Pennsylvania,Hospice facility,20,403,13,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Pennsylvania,Nursing home/long term care facility,145,2522,72,20,0,197,
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Pennsylvania,Other,10,502,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Pennsylvania,Total - All Places of Death,598,12330,692,187,,1109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Pennsylvania,"Healthcare setting, inpatient",285,3615,487,129,,649,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Pennsylvania,"Healthcare setting, outpatient or emergency room",18,666,17,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Pennsylvania,"Healthcare setting, dead on arrival",,43,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Pennsylvania,Decedent's home,91,4033,64,17,0,138,
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Pennsylvania,Hospice facility,19,422,17,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Pennsylvania,Nursing home/long term care facility,173,2996,99,32,0,240,
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Pennsylvania,Other,10,555,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Pennsylvania,Total - All Places of Death,610,12106,726,173,39,1196,
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Pennsylvania,"Healthcare setting, inpatient",290,3645,536,124,21,721,
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Pennsylvania,"Healthcare setting, outpatient or emergency room",21,603,25,,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Pennsylvania,"Healthcare setting, dead on arrival",,26,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Pennsylvania,Decedent's home,82,3946,57,14,,130,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Pennsylvania,Hospice facility,23,412,14,,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Pennsylvania,Nursing home/long term care facility,178,2859,84,23,,244,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Pennsylvania,Other,15,615,,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Pennsylvania,Total - All Places of Death,639,13631,834,178,212,1494,
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Pennsylvania,"Healthcare setting, inpatient",332,4211,632,142,141,954,
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Pennsylvania,"Healthcare setting, outpatient or emergency room",24,727,26,,11,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Pennsylvania,"Healthcare setting, dead on arrival",0,36,0,0,0,0,
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Pennsylvania,Decedent's home,98,4373,64,14,18,166,
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Pennsylvania,Hospice facility,22,438,16,0,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Pennsylvania,Nursing home/long term care facility,153,3215,91,18,35,260,
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Pennsylvania,Other,10,630,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Pennsylvania,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Pennsylvania,Total - All Places of Death,749,13040,903,251,128,1525,
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Pennsylvania,"Healthcare setting, inpatient",387,4015,661,193,86,938,
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Pennsylvania,"Healthcare setting, outpatient or emergency room",18,619,23,,,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Pennsylvania,"Healthcare setting, dead on arrival",,36,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Pennsylvania,Decedent's home,106,4180,82,20,15,183,
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Pennsylvania,Hospice facility,34,442,24,,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Pennsylvania,Nursing home/long term care facility,192,3192,99,22,19,287,
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Pennsylvania,Other,10,556,11,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Pennsylvania,Total - All Places of Death,473,11166,645,142,20,993,
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Pennsylvania,"Healthcare setting, inpatient",224,3339,470,103,,597,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Pennsylvania,"Healthcare setting, outpatient or emergency room",11,535,12,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Pennsylvania,"Healthcare setting, dead on arrival",,39,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Pennsylvania,Decedent's home,68,3621,58,12,,118,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Pennsylvania,Hospice facility,24,435,17,,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Pennsylvania,Nursing home/long term care facility,137,2729,79,20,,201,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Pennsylvania,Other,,468,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,03/01/2023,03/31/2023,By Month,2023,3,Pennsylvania,Total - All Places of Death,409,12029,675,110,13,986,
06/28/2023,03/01/2023,03/31/2023,By Month,2023,3,Pennsylvania,"Healthcare setting, inpatient",170,3555,473,83,11,570,
06/28/2023,03/01/2023,03/31/2023,By Month,2023,3,Pennsylvania,"Healthcare setting, outpatient or emergency room",20,614,22,,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2023,03/31/2023,By Month,2023,3,Pennsylvania,"Healthcare setting, dead on arrival",,47,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2023,03/31/2023,By Month,2023,3,Pennsylvania,Decedent's home,67,3899,53,,,115,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2023,03/31/2023,By Month,2023,3,Pennsylvania,Hospice facility,19,424,25,,0,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2023,03/31/2023,By Month,2023,3,Pennsylvania,Nursing home/long term care facility,129,2938,95,11,,214,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2023,03/31/2023,By Month,2023,3,Pennsylvania,Other,,552,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,03/01/2023,03/31/2023,By Month,2023,3,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,04/01/2023,04/30/2023,By Month,2023,4,Pennsylvania,Total - All Places of Death,229,11155,624,72,,785,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2023,04/30/2023,By Month,2023,4,Pennsylvania,"Healthcare setting, inpatient",98,3310,442,49,,495,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2023,04/30/2023,By Month,2023,4,Pennsylvania,"Healthcare setting, outpatient or emergency room",,543,,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2023,04/30/2023,By Month,2023,4,Pennsylvania,"Healthcare setting, dead on arrival",0,17,0,0,0,0,
06/28/2023,04/01/2023,04/30/2023,By Month,2023,4,Pennsylvania,Decedent's home,36,3610,52,,0,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2023,04/30/2023,By Month,2023,4,Pennsylvania,Hospice facility,,418,23,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2023,04/30/2023,By Month,2023,4,Pennsylvania,Nursing home/long term care facility,79,2748,93,12,0,160,
06/28/2023,04/01/2023,04/30/2023,By Month,2023,4,Pennsylvania,Other,,509,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2023,04/30/2023,By Month,2023,4,Pennsylvania,Place of death unknown,0,0,0,0,0,0,
06/28/2023,05/01/2023,05/31/2023,By Month,2023,5,Pennsylvania,Total - All Places of Death,133,11106,507,44,,599,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
